File-Path,	Album,	Artist,	Comment,	Composer,	Conductor,	Date,	Encoder Settings,	Genre,	Picture,	Title,	Track Number,	compatible_brands,	major_brand,	minor_version
.alexkemp9/Add-Cover-Art/Example/AlexanderBorodin-Steppes-of-Central-Asia-Polovtsian-Dances-EvgenySvetlanov.mp3,	Symphony No. 2 In B Minor "Bogatyr",	USSR State Symphony Orchestra,	MP3 extracted from MP4 obtained from YT,	Alexander Borodin,	Evgeni Svetlanov,	1966,	Lavf58.20.100,	32 Classical,	"",	In the Steppes of Central Asia + Polovtsian dances with Chorus,	"",	isomiso2avc1mp41,	isom,	512
